Weekday,datum,Year,Month,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,M01AB_s_sod,M01AB_s_eod,M01AE_s_sod,M01AE_s_eod,N02BA_s_sod,N02BA_s_eod,N02BE_s_sod,N02BE_s_eod,N05B_s_sod,N05B_s_eod,N05C_s_sod,N05C_s_eod,R03_s_sod,R03_s_eod,R06_s_sod,R06_s_eod
Sunday,1/20/2019,2019,1,11.67,14.463,2.1,93.05,6,0,34,1,105.8129167,94.14291667,109.6243542,95.16135417,62.191,60.091,1130.138292,1037.088292,79.66250003,73.66250003,13.125,13.125,281.8854167,247.8854167,22.7525,21.7525
Monday,1/21/2019,2019,1,4.34,5.825,0,67.15,11,0,31,0,94.14291667,89.80291667,95.16135417,89.33635417,60.091,60.091,1037.088292,969.9382917,73.66250003,62.66250003,13.125,13.125,247.8854167,216.8854167,21.7525,21.7525
Tuesday,1/22/2019,2019,1,6.83,7.076,1,74.9,13,1,7,0,89.80291667,82.97291667,89.33635417,82.26035417,60.091,59.091,969.9382917,895.0382917,62.66250003,49.66250003,13.125,12.125,216.8854167,209.8854167,21.7525,21.7525
Wednesday,1/23/2019,2019,1,3.33,8.463,7.1,58.4,4,0,23,2,82.97291667,79.64291667,82.26035417,73.79735417,59.091,51.991,895.0382917,836.6382917,49.66250003,45.66250003,12.125,12.125,209.8854167,186.8854167,21.7525,19.7525
Thursday,1/24/2019,2019,1,4,4.495,6,47.3,7,4,2,3,79.64291667,75.64291667,73.79735417,69.30235417,51.991,45.991,836.6382917,789.3382917,45.66250003,38.66250003,12.125,8.125,186.8854167,184.8854167,19.7525,16.7525
Friday,1/25/2019,2019,1,2.33,7.18,4,32.65,11,2,11,1,75.64291667,73.31291667,69.30235417,62.12235417,45.991,41.991,789.3382917,756.6882917,38.66250003,27.66250003,8.125,6.125,184.8854167,173.8854167,16.7525,15.7525
Saturday,1/26/2019,2019,1,7,8.459,2.4,97.8,11,1,13,1,73.31291667,66.31291667,62.12235417,53.66335417,41.991,39.591,756.6882917,658.8882917,27.66250003,16.66250003,6.125,5.125,173.8854167,160.8854167,15.7525,14.7525
Sunday,1/27/2019,2019,1,10.52,11.745,2,100.1,12,1,6,2,66.31291667,55.79291667,138.6633542,126.9183542,39.591,37.591,658.8882917,558.7882917,122.6625,110.6625,15.125,14.125,160.8854167,154.8854167,14.7525,12.7525
Monday,1/28/2019,2019,1,8.5,7.109,3,45,11,0,28,3,55.79291667,47.29291667,126.9183542,119.8093542,37.591,34.591,558.7882917,513.7882917,110.6625,99.66250003,14.125,14.125,154.8854167,126.8854167,12.7525,9.7525
Tuesday,1/29/2019,2019,1,5,5,3.45,38.8,10,2,15,0,47.29291667,42.29291667,119.8093542,114.8093542,34.591,31.141,513.7882917,474.9882917,99.66250003,89.66250003,14.125,12.125,126.8854167,111.8854167,9.7525,9.7525
Wednesday,1/30/2019,2019,1,6.33,5.713,2.25,52.312,8,0,11,1.3,42.29291667,35.96291667,114.8093542,109.0963542,31.141,28.891,474.9882917,422.6762917,89.66250003,81.66250003,12.125,12.125,111.8854167,100.8854167,9.7525,8.4525
Thursday,1/31/2019,2019,1,1.67,11.505,2,62.2,8,1,20,2,35.96291667,34.29291667,109.0963542,97.59135417,28.891,26.891,422.6762917,360.4762917,81.66250003,73.66250003,12.125,11.125,100.8854167,80.88541667,8.4525,6.4525
Friday,2/1/2019,2019,2,11.34,1.726,8,38.9,9,0,7,3,34.29291667,22.95291667,97.59135417,95.86535417,26.891,18.891,360.4762917,321.5762917,73.66250003,64.66250003,11.125,11.125,80.88541667,73.88541667,6.4525,3.4525
Saturday,2/2/2019,2019,2,13.34,12.706,6.2,64.262,8,1,45,0,22.95291667,9.612916666,95.86535417,83.15935417,18.891,12.691,321.5762917,257.3142917,64.66250003,56.66250003,11.125,10.125,73.88541667,28.88541667,3.4525,3.4525
Sunday,2/3/2019,2019,2,6,9.812,5.75,47.088,10,1,5,4.4,85.61291667,79.61291667,83.15935417,73.34735417,61.691,55.941,710.3142917,663.2262917,56.66250003,46.66250003,10.125,9.125,172.8854167,167.8854167,26.4525,22.0525
Monday,2/4/2019,2019,2,6.33,6.68,3,47,5,1,12,2,79.61291667,73.28291667,73.34735417,66.66735417,55.941,52.941,663.2262917,616.2262917,46.66250003,41.66250003,9.125,8.125,167.8854167,155.8854167,22.0525,20.0525
Tuesday,2/5/2019,2019,2,5.33,10.386,3.65,33.8,2,0,1,4,73.28291667,67.95291667,66.66735417,56.28135417,52.941,49.291,616.2262917,582.4262917,41.66250003,39.66250003,8.125,8.125,155.8854167,154.8854167,20.0525,16.0525
Wednesday,2/6/2019,2019,2,6.34,4.178,2.2,29,4,0,4,1.5,67.95291667,61.61291667,56.28135417,52.10335417,49.291,47.091,582.4262917,553.4262917,39.66250003,35.66250003,8.125,8.125,154.8854167,150.8854167,16.0525,14.5525
Thursday,2/7/2019,2019,2,2.33,5.132,4.5,42.6,11,0,22,1,61.61291667,59.28291667,52.10335417,46.97135417,47.091,42.591,553.4262917,510.8262917,35.66250003,24.66250003,8.125,8.125,150.8854167,128.8854167,14.5525,13.5525
Friday,2/8/2019,2019,2,2,6.373,7,50.2,9,3,12,5,59.28291667,57.28291667,46.97135417,40.59835417,42.591,35.591,510.8262917,460.6262917,24.66250003,15.66250003,8.125,5.125,128.8854167,116.8854167,13.5525,8.5525
Saturday,2/9/2019,2019,2,6.68,7.383,5,51.65,10,0,11,1,57.28291667,50.60291667,40.59835417,33.21535417,35.591,30.591,460.6262917,408.9762917,15.66250003,5.662500029,5.125,5.125,116.8854167,105.8854167,8.5525,7.5525
Sunday,2/10/2019,2019,2,3.34,7.119,3.35,43.2,9,0,0,1.2,50.60291667,47.26291667,96.21535417,89.09635417,30.591,27.241,408.9762917,365.7762917,111.6625,102.6625,5.125,5.125,105.8854167,105.8854167,30.5525,29.3525
Monday,2/11/2019,2019,2,8,7.469,6.15,30,10,0,5,3,47.26291667,39.26291667,89.09635417,81.62735417,27.241,21.091,365.7762917,335.7762917,102.6625,92.66250003,5.125,5.125,105.8854167,100.8854167,29.3525,26.3525
Tuesday,2/12/2019,2019,2,6.66,3.34,0,34.6,8.2,0,6,0.5,39.26291667,32.60291667,81.62735417,78.28735417,21.091,21.091,335.7762917,301.1762917,92.66250003,84.46250003,5.125,5.125,100.8854167,94.88541667,26.3525,25.8525
Wednesday,2/13/2019,2019,2,4,4.01,1,27.2,16,0,8,2,32.60291667,28.60291667,78.28735417,74.27735417,21.091,20.091,301.1762917,273.9762917,84.46250003,68.46250003,5.125,5.125,94.88541667,86.88541667,25.8525,23.8525
Thursday,2/14/2019,2019,2,2.33,6.517,3.15,54.5,9,0,7,3,28.60291667,26.27291667,74.27735417,67.76035417,20.091,16.941,273.9762917,219.4762917,68.46250003,59.46250003,5.125,5.125,86.88541667,79.88541667,23.8525,20.8525
Friday,2/15/2019,2019,2,5.34,5,12.5,52.05,16,0,3,2,26.27291667,20.93291667,67.76035417,62.76035417,16.941,4.440999999,219.4762917,167.4262917,59.46250003,43.46250003,5.125,5.125,79.88541667,76.88541667,20.8525,18.8525
Saturday,2/16/2019,2019,2,6.34,6.02,2,36.4,8,0,6,3,20.93291667,14.59291667,62.76035417,56.74035417,4.440999999,2.440999999,167.4262917,131.0262917,43.46250003,35.46250003,5.125,5.125,76.88541667,70.88541667,18.8525,15.8525
Sunday,2/17/2019,2019,2,2.34,4.416,4,15.162,11.2,0,0,3.1,51.59291667,49.25291667,56.74035417,52.32435417,45.441,41.441,482.0262917,466.8642917,164.4625,153.2625,5.125,5.125,70.88541667,70.88541667,39.8525,36.7525
Monday,2/18/2019,2019,2,3.34,2.076,3.6,27.4,7,0,10,0,49.25291667,45.91291667,52.32435417,50.24835417,41.441,37.841,466.8642917,439.4642917,153.2625,146.2625,5.125,5.125,70.88541667,60.88541667,36.7525,36.7525
Tuesday,2/19/2019,2019,2,3.33,4.33,1.5,27.4,15,2,6,3,45.91291667,42.58291667,50.24835417,45.91835417,37.841,36.341,439.4642917,412.0642917,146.2625,131.2625,5.125,3.125,60.88541667,54.88541667,36.7525,33.7525
Wednesday,2/20/2019,2019,2,2.34,4.779,3.3,30.6,14,0,7,3,42.58291667,40.24291667,45.91835417,41.13935417,36.341,33.041,412.0642917,381.4642917,131.2625,117.2625,3.125,3.125,54.88541667,47.88541667,33.7525,30.7525
Thursday,2/21/2019,2019,2,1.66,5,2.1,45.4,15,1,5,2,40.24291667,38.58291667,41.13935417,36.13935417,33.041,30.941,381.4642917,336.0642917,117.2625,102.2625,3.125,2.125,47.88541667,42.88541667,30.7525,28.7525
Friday,2/22/2019,2019,2,2.33,2,1.2,16,5,0,1,2,38.58291667,36.25291667,36.13935417,34.13935417,30.941,29.741,336.0642917,320.0642917,102.2625,97.26250003,2.125,2.125,42.88541667,41.88541667,28.7525,26.7525
Saturday,2/23/2019,2019,2,5.01,2.44,3.2,38.2,13,0,0,1.3,36.25291667,31.24291667,34.13935417,31.69935417,29.741,26.541,320.0642917,281.8642917,97.26250003,84.26250003,2.125,2.125,41.88541667,41.88541667,26.7525,25.4525
Sunday,2/24/2019,2019,2,4.34,4.01,1.5,19,2,0,2,2,31.24291667,26.90291667,31.69935417,27.68935417,26.541,25.041,281.8642917,262.8642917,84.26250003,82.26250003,6.125,6.125,107.8854167,105.8854167,57.4525,55.4525
Monday,2/25/2019,2019,2,5.34,1.423,3,25.2,4,2,2,3,26.90291667,21.56291667,27.68935417,26.26635417,25.041,22.041,262.8642917,237.6642917,82.26250003,78.26250003,6.125,4.125,105.8854167,103.8854167,55.4525,52.4525
Tuesday,2/26/2019,2019,2,2.33,3.83,5.15,27,8,0,3,3,21.56291667,19.23291667,26.26635417,22.43635417,22.041,16.891,237.6642917,210.6642917,78.26250003,70.26250003,4.125,4.125,103.8854167,100.8854167,52.4525,49.4525
Wednesday,2/27/2019,2019,2,5,0.67,1.2,13.4,9,0,1,7.5,19.23291667,14.23291667,22.43635417,21.76635417,16.891,15.691,210.6642917,197.2642917,70.26250003,61.26250003,4.125,4.125,100.8854167,99.88541667,49.4525,41.9525
Thursday,2/28/2019,2019,2,0.67,3.33,4,34,2,1,35,3,14.23291667,13.56291667,21.76635417,18.43635417,15.691,11.691,197.2642917,163.2642917,61.26250003,59.26250003,4.125,3.125,99.88541667,64.88541667,41.9525,38.9525
Friday,3/1/2019,2019,3,1.33,3.821,2.5,22.2,12,0,6,2,13.56291667,12.23291667,18.43635417,14.61535417,11.691,9.190999999,163.2642917,141.0642917,59.26250003,47.26250003,3.125,3.125,64.88541667,58.88541667,38.9525,36.9525
Saturday,3/2/2019,2019,3,4.01,1.33,4,46,9,3,0,5,12.23291667,8.222916666,14.61535417,13.28535417,9.190999999,5.190999999,141.0642917,95.06429166,47.26250003,38.26250003,3.125,0.125,58.88541667,58.88541667,36.9525,31.9525
Sunday,3/3/2019,2019,3,8,4.01,1,20,5,0,10,0.4,52.22291667,44.22291667,39.28535417,35.27535417,34.191,33.191,380.0642917,360.0642917,155.2625,150.2625,10.125,10.125,58.88541667,48.88541667,31.9525,31.5525
Monday,3/4/2019,2019,3,5.33,2.67,7,41,3,0,5,2,44.22291667,38.89291667,35.27535417,32.60535417,33.191,26.191,360.0642917,319.0642917,150.2625,147.2625,10.125,10.125,48.88541667,43.88541667,31.5525,29.5525
Tuesday,3/5/2019,2019,3,3.01,2.33,0.2,20,8,3,6,5.3,38.89291667,35.88291667,32.60535417,30.27535417,26.191,25.991,319.0642917,299.0642917,147.2625,139.2625,10.125,7.125,43.88541667,37.88541667,29.5525,24.2525
Wednesday,3/6/2019,2019,3,0.34,1.396,0.7,31,17,1,5,3,35.88291667,35.54291667,30.27535417,28.87935417,25.991,25.291,299.0642917,268.0642917,139.2625,122.2625,7.125,6.125,37.88541667,32.88541667,24.2525,21.2525
Thursday,3/7/2019,2019,3,7.33,2.076,4.25,10,24,0,0,4,35.54291667,28.21291667,28.87935417,26.80335417,25.291,21.041,268.0642917,258.0642917,122.2625,98.26250003,6.125,6.125,32.88541667,32.88541667,21.2525,17.2525
Friday,3/8/2019,2019,3,2.33,3.34,0.2,33.7,4,1,0,4.3,28.21291667,25.88291667,26.80335417,23.46335417,21.041,20.841,258.0642917,224.3642917,98.26250003,94.26250003,6.125,5.125,32.88541667,32.88541667,17.2525,12.9525
Saturday,3/9/2019,2019,3,6.34,1.67,4,45.2,11,0,7,5,25.88291667,19.54291667,23.46335417,21.79335417,20.841,16.841,224.3642917,179.1642917,94.26250003,83.26250003,5.125,5.125,32.88541667,25.88541667,12.9525,7.9525
Sunday,3/10/2019,2019,3,5.83,3.087,5.35,51,5,0,3,9,79.54291667,73.71291667,58.79335417,55.70635417,45.841,40.491,565.1642917,514.1642917,83.26250003,78.26250003,12.125,12.125,119.8854167,116.8854167,56.9525,47.9525
Monday,3/11/2019,2019,3,14.66,3.67,2.5,26.4,10,3,11,3,73.71291667,59.05291667,55.70635417,52.03635417,40.491,37.991,514.1642917,487.7642917,78.26250003,68.26250003,12.125,9.125,116.8854167,105.8854167,47.9525,44.9525
Tuesday,3/12/2019,2019,3,4.33,3.373,1.5,31.85,12,0,7,2,59.05291667,54.72291667,52.03635417,48.66335417,37.991,36.491,487.7642917,455.9142917,68.26250003,56.26250003,9.125,9.125,105.8854167,98.88541667,44.9525,42.9525
Wednesday,3/13/2019,2019,3,2.67,4.34,6,22,10,0,8,4,54.72291667,52.05291667,48.66335417,44.32335417,36.491,30.491,455.9142917,433.9142917,56.26250003,46.26250003,9.125,9.125,98.88541667,90.88541667,42.9525,38.9525
Thursday,3/14/2019,2019,3,4,5.67,0.2,47.2,12,1,27,6,52.05291667,48.05291667,44.32335417,38.65335417,30.491,30.291,433.9142917,386.7142917,46.26250003,34.26250003,9.125,8.125,90.88541667,63.88541667,38.9525,32.9525
Friday,3/15/2019,2019,3,2.83,1.34,3,40,7,1,20,5,48.05291667,45.22291667,38.65335417,37.31335417,30.291,27.291,386.7142917,346.7142917,34.26250003,27.26250003,8.125,7.125,63.88541667,43.88541667,32.9525,27.9525
Saturday,3/16/2019,2019,3,8.34,0.837,5,29,9,0,5,7,45.22291667,36.88291667,37.31335417,36.47635417,27.291,22.291,346.7142917,317.7142917,27.26250003,18.26250003,7.125,7.125,43.88541667,38.88541667,27.9525,20.9525
Sunday,3/17/2019,2019,3,6.68,3.723,2,55,6,0,10,5,91.88291667,85.20291667,36.47635417,32.75335417,22.291,20.291,317.7142917,262.7142917,114.2625,108.2625,7.125,7.125,132.8854167,122.8854167,86.9525,81.9525
Monday,3/18/2019,2019,3,2.33,0.835,2.1,23,11,0,1,9,85.20291667,82.87291667,32.75335417,31.91835417,20.291,18.191,262.7142917,239.7142917,108.2625,97.26250003,7.125,7.125,122.8854167,121.8854167,81.9525,72.9525
Tuesday,3/19/2019,2019,3,9,3.33,1.5,26.2,10,1,2,8,82.87291667,73.87291667,31.91835417,28.58835417,18.191,16.691,239.7142917,213.5142917,97.26250003,87.26250003,7.125,6.125,121.8854167,119.8854167,72.9525,64.9525
Wednesday,3/20/2019,2019,3,5.67,2,2,28.9,8.2,0,19,5,73.87291667,68.20291667,28.58835417,26.58835417,16.691,14.691,213.5142917,184.6142917,87.26250003,79.06250003,6.125,6.125,119.8854167,100.8854167,64.9525,59.9525
Thursday,3/21/2019,2019,3,2.33,1.423,0,18.8,13,0,6,5,68.20291667,65.87291667,26.58835417,25.16535417,14.691,14.691,184.6142917,165.8142917,79.06250003,66.06250003,6.125,6.125,100.8854167,94.88541667,59.9525,54.9525
Friday,3/22/2019,2019,3,4.66,7.043,1.1,41,13,0,29,6,65.87291667,61.21291667,25.16535417,18.12235417,14.691,13.591,165.8142917,124.8142917,66.06250003,53.06250003,6.125,6.125,94.88541667,65.88541667,54.9525,48.9525
Saturday,3/23/2019,2019,3,6,3.36,4.25,15.5,7,0,1,5,61.21291667,55.21291667,18.12235417,14.76235417,13.591,9.340999999,124.8142917,109.3142917,53.06250003,46.06250003,6.125,6.125,65.88541667,64.88541667,48.9525,43.9525
Sunday,3/24/2019,2019,3,6,2.67,3,43.2,6.2,1,16,10,55.21291667,49.21291667,69.76235417,67.09235417,41.341,38.341,412.3142917,369.1142917,145.0625,138.8625,6.125,5.125,181.8854167,165.8854167,112.9525,102.9525
Monday,3/25/2019,2019,3,4.84,4.523,6,27,11,1,6,6,49.21291667,44.37291667,67.09235417,62.56935417,38.341,32.341,369.1142917,342.1142917,138.8625,127.8625,5.125,4.125,165.8854167,159.8854167,102.9525,96.9525
Tuesday,3/26/2019,2019,3,4,5.51,3,36,11,0,19,9,44.37291667,40.37291667,62.56935417,57.05935417,32.341,29.341,342.1142917,306.1142917,127.8625,116.8625,4.125,4.125,159.8854167,140.8854167,96.9525,87.9525
Wednesday,3/27/2019,2019,3,6.34,7.769,3,25.6,12,1,0,9,40.37291667,34.03291667,57.05935417,49.29035417,29.341,26.341,306.1142917,280.5142917,116.8625,104.8625,4.125,3.125,140.8854167,140.8854167,87.9525,78.9525
Thursday,3/28/2019,2019,3,1.33,6.43,1.4,14,6,0,7,1,34.03291667,32.70291667,49.29035417,42.86035417,26.341,24.941,280.5142917,266.5142917,104.8625,98.86250003,3.125,3.125,140.8854167,133.8854167,78.9525,77.9525
Friday,3/29/2019,2019,3,3,4.298,4,25.3,10,0,16,9.2,32.70291667,29.70291667,42.86035417,38.56235417,24.941,20.941,266.5142917,241.2142917,98.86250003,88.86250003,3.125,3.125,133.8854167,117.8854167,77.9525,68.7525
Saturday,3/30/2019,2019,3,4.66,10.68,1.1,18,11,1,0,6.1,29.70291667,25.04291667,38.56235417,27.88235417,20.941,19.841,241.2142917,223.2142917,88.86250003,77.86250003,3.125,2.125,117.8854167,117.8854167,68.7525,62.6525
Sunday,3/31/2019,2019,3,7,4.564,1.5,27,8,1,5,9.2,77.04291667,70.04291667,71.88235417,67.31835417,52.841,51.341,502.2142917,475.2142917,179.8625,171.8625,6.125,5.125,117.8854167,112.8854167,154.6525,145.4525
Monday,4/1/2019,2019,4,3.01,1.703,3,34.65,12,0,5,5,70.04291667,67.03291667,67.31835417,65.61535417,51.341,48.341,475.2142917,440.5642917,171.8625,159.8625,5.125,5.125,112.8854167,107.8854167,145.4525,140.4525
Tuesday,4/2/2019,2019,4,7.67,1.33,3,24,7,0,10,8,67.03291667,59.36291667,65.61535417,64.28535417,48.341,45.341,440.5642917,416.5642917,159.8625,152.8625,5.125,5.125,107.8854167,97.88541667,140.4525,132.4525
Wednesday,4/3/2019,2019,4,5.33,5.099,1.5,18.3,12,0,4,9.3,59.36291667,54.03291667,64.28535417,59.18635417,45.341,43.841,416.5642917,398.2642917,152.8625,140.8625,5.125,5.125,97.88541667,93.88541667,132.4525,123.1525
Thursday,4/4/2019,2019,4,4.5,2.226,8,39,8,1,13,15,54.03291667,49.53291667,59.18635417,56.96035417,43.841,35.841,398.2642917,359.2642917,140.8625,132.8625,5.125,4.125,93.88541667,80.88541667,123.1525,108.1525
Friday,4/5/2019,2019,4,6.34,4.198,4,25.2,7,0,3,4,49.53291667,43.19291667,56.96035417,52.76235417,35.841,31.841,359.2642917,334.0642917,132.8625,125.8625,4.125,4.125,80.88541667,77.88541667,108.1525,104.1525
Saturday,4/6/2019,2019,4,3.34,6.01,3,13.2,13,0,16,9.3,43.19291667,39.85291667,52.76235417,46.75235417,31.841,28.841,334.0642917,320.8642917,125.8625,112.8625,4.125,4.125,77.88541667,61.88541667,104.1525,94.8525
Sunday,4/7/2019,2019,4,6,5.119,4,19,3,0,0,7,88.85291667,82.85291667,46.75235417,41.63335417,28.841,24.841,320.8642917,301.8642917,112.8625,109.8625,8.125,8.125,61.88541667,61.88541667,94.8525,87.8525
Monday,4/8/2019,2019,4,5,4.35,3.3,10,8.2,0,4,3,82.85291667,77.85291667,41.63335417,37.28335417,24.841,21.541,301.8642917,291.8642917,109.8625,101.6625,8.125,8.125,61.88541667,57.88541667,87.8525,84.8525
Tuesday,4/9/2019,2019,4,2.83,2,1,12,10,0,3,5,77.85291667,75.02291667,37.28335417,35.28335417,21.541,20.541,291.8642917,279.8642917,101.6625,91.66250003,8.125,8.125,57.88541667,54.88541667,84.8525,79.8525
Wednesday,4/10/2019,2019,4,2.34,2.746,2,34,16.2,3,9,8,75.02291667,72.68291667,35.28335417,32.53735417,20.541,18.541,279.8642917,245.8642917,91.66250003,75.46250003,8.125,5.125,54.88541667,45.88541667,79.8525,71.8525
Thursday,4/11/2019,2019,4,7.33,6.156,2,15.9,15,0,7,8,72.68291667,65.35291667,32.53735417,26.38135417,18.541,16.541,245.8642917,229.9642917,75.46250003,60.46250003,5.125,5.125,45.88541667,38.88541667,71.8525,63.8525
Friday,4/12/2019,2019,4,4.33,4.373,4.1,16.6,16,0,6,7,65.35291667,61.02291667,26.38135417,22.00835417,16.541,12.441,229.9642917,213.3642917,60.46250003,44.46250003,5.125,5.125,38.88541667,32.88541667,63.8525,56.8525
Saturday,4/13/2019,2019,4,4.5,4.134,1.1,14,4,0,6,4,61.02291667,56.52291667,22.00835417,17.87435417,12.441,11.341,213.3642917,199.3642917,44.46250003,40.46250003,5.125,5.125,32.88541667,26.88541667,56.8525,52.8525
Sunday,4/14/2019,2019,4,4,4.406,1,23,3,1,7,5.5,56.52291667,52.52291667,55.87435417,51.46835417,33.341,32.341,199.3642917,176.3642917,134.4625,131.4625,15.125,14.125,96.88541667,89.88541667,52.8525,47.3525
Monday,4/15/2019,2019,4,4.66,6,5.3,8.8,17,2,3,5,52.52291667,47.86291667,51.46835417,45.46835417,32.341,27.041,176.3642917,167.5642917,131.4625,114.4625,14.125,12.125,89.88541667,86.88541667,47.3525,42.3525
Tuesday,4/16/2019,2019,4,2,2.67,2,27.2,12,3,1,3,47.86291667,45.86291667,45.46835417,42.79835417,27.041,25.041,167.5642917,140.3642917,114.4625,102.4625,12.125,9.125,86.88541667,85.88541667,42.3525,39.3525
Wednesday,4/17/2019,2019,4,7,4,1.25,13.5,11,1,24,5,45.86291667,38.86291667,42.79835417,38.79835417,25.041,23.791,140.3642917,126.8642917,102.4625,91.46250003,9.125,8.125,85.88541667,61.88541667,39.3525,34.3525
Thursday,4/18/2019,2019,4,0,0,0,0,0,0,0,0,38.86291667,38.86291667,38.79835417,38.79835417,23.791,23.791,126.8642917,126.8642917,91.46250003,91.46250003,8.125,8.125,61.88541667,61.88541667,34.3525,34.3525
Friday,4/19/2019,2019,4,3.34,2.743,1.5,25,17,0,6,2,38.86291667,35.52291667,38.79835417,36.05535417,23.791,22.291,126.8642917,101.8642917,91.46250003,74.46250003,8.125,8.125,61.88541667,55.88541667,34.3525,32.3525
Saturday,4/20/2019,2019,4,9,3.769,1.5,22.4,12,3,0,6,35.52291667,26.52291667,36.05535417,32.28635417,22.291,20.791,101.8642917,79.46429166,74.46250003,62.46250003,8.125,5.125,55.88541667,55.88541667,32.3525,26.3525
Sunday,4/21/2019,2019,4,3.84,4.845,3,21,11,0,2,12.2,101.5229167,97.68291667,32.28635417,27.44135417,52.791,49.791,366.4642917,345.4642917,194.4625,183.4625,17.125,17.125,148.8854167,146.8854167,83.3525,71.1525
Monday,4/22/2019,2019,4,8.67,1.66,4.5,51,12,0,31,9,97.68291667,89.01291667,27.44135417,25.78135417,49.791,45.291,345.4642917,294.4642917,183.4625,171.4625,17.125,17.125,146.8854167,115.8854167,71.1525,62.1525
Tuesday,4/23/2019,2019,4,9,0.34,6.1,18.4,6,1,4,2,89.01291667,80.01291667,25.78135417,25.44135417,45.291,39.191,294.4642917,276.0642917,171.4625,165.4625,17.125,16.125,115.8854167,111.8854167,62.1525,60.1525
Wednesday,4/24/2019,2019,4,2.34,4.747,3,39.1,13,3,12,2,80.01291667,77.67291667,25.44135417,20.69435417,39.191,36.191,276.0642917,236.9642917,165.4625,152.4625,16.125,13.125,111.8854167,99.88541667,60.1525,58.1525
Thursday,4/25/2019,2019,4,14.01,3.59,2,15,17,1,7,5.4,77.67291667,63.66291667,20.69435417,17.10435417,36.191,34.191,236.9642917,221.9642917,152.4625,135.4625,13.125,12.125,99.88541667,92.88541667,58.1525,52.7525
Friday,4/26/2019,2019,4,6.34,1.68,3.25,32.6,6,0,1,11,63.66291667,57.32291667,17.10435417,15.42435417,34.191,30.941,221.9642917,189.3642917,135.4625,129.4625,12.125,12.125,92.88541667,91.88541667,52.7525,41.7525
Saturday,4/27/2019,2019,4,17.34,2.497,3.1,25.2,13,1,7,7,57.32291667,39.98291667,15.42435417,12.92735417,30.941,27.841,189.3642917,164.1642917,129.4625,116.4625,12.125,11.125,91.88541667,84.88541667,41.7525,34.7525
Sunday,4/28/2019,2019,4,0,0,0,0,0,0,0,0,39.98291667,39.98291667,44.92735417,44.92735417,62.841,62.841,164.1642917,164.1642917,116.4625,116.4625,11.125,11.125,84.88541667,84.88541667,96.7525,96.7525
Monday,4/29/2019,2019,4,5.33,6.367,2.6,27.6,5,0,0,3,39.98291667,34.65291667,44.92735417,38.56035417,62.841,60.241,164.1642917,136.5642917,116.4625,111.4625,11.125,11.125,84.88541667,84.88541667,96.7525,93.7525
Tuesday,4/30/2019,2019,4,2,1.407,8,22,13,2,28,8.4,34.65291667,32.65291667,38.56035417,37.15335417,60.241,52.241,136.5642917,114.5642917,111.4625,98.46250003,11.125,9.125,84.88541667,56.88541667,93.7525,85.3525
